,p1k_00001,p1k_00002,p1k_00106,p1k_00107
b1007,2.013201260159567,2.515842634976983,3.7135818585168976,2.7347828230226128
b1008,2.6972406897500902,3.1160239821660607,2.0330895402629703,1.8302803934746197
b1009,1.8348474808123092,1.9367566845230653,2.5244841912233573,1.9189058283512057
b1010,1.8639700665840842,3.5851579832545766,1.6310655489873822,1.3169868942914142
b1011,2.206191977146134,1.7218298265104317,1.5286198427890392,2.239130588239385
b1012,3.03698425712898,2.306078509837942,1.850208415087777,1.5338291042553442
b1013,35.272840752613654,39.35864697080647,22.593996487348566,24.613291344521198
b1014,19.39255580350938,20.501699917818197,26.574635985380976,29.19983561216249
b1015,75.22756749247577,97.46545275545773,102.39517102820543,105.301292111441
b1018,208.63889129361473,240.02741981667816,119.97180037992862,117.14871920679116
b1019,101.14920951519547,117.60190459672341,64.1675777005572,61.6618717031582
b1020,187.17216400977028,187.46999406047544,87.79640002116294,75.06510402590463
b1021,6.249557255900367,5.228981264496037,4.539454599887952,6.037335214598439
b1022,2.639002038361038,4.017967236426241,2.9338875246284175,2.110171295413221
b1023,2.7388520894294257,2.610442026090906,2.9958737291509183,2.3974741700607063
b1024,5.276010270492393,4.61138251652206,3.770674545646398,3.3785786405449953
b1025,13.178544947107296,12.778733059042848,8.547711130442142,8.672762244677179
b1026,25.68144245891144,20.905269197541728,19.450478726693916,22.506847847523055
b1027,51.71072306908854,39.35081866097852,38.85446694444207,32.07739512431206
b1029,2.1856610488825456,1.50681668660153,2.4846344517868033,1.745738164762936
b1033,130.07795604799884,136.31195920502256,113.0978065226459,111.65475733985261
b1034,192.41678282758218,210.78399399159733,164.64222305416544,166.22748591844226
b1035,206.43340142796004,215.5122172696985,191.53745056529314,200.37276248333652
b1036,60.12400038996831,70.13721284846373,56.59533565100096,62.58630134865084
b1037,40.68979037879929,37.887321686767706,15.055963588062994,13.64982952418862
b1038,34.27527879936914,32.78907395732871,7.149484069575535,9.8254624598306
b1039,30.57768294404674,31.141947784184442,6.63590078332886,8.8637133451517
b1040,72.64780341710431,57.09316293195397,17.881730455172008,19.090164521305184
b1041,5.766045403207192,4.290974141304405,2.3389384173241163,2.883152406017389
b1042,18.597706104946585,18.00336639691524,11.443719652145479,15.796197478757094
b1043,6.522403263564166,4.004372789524901,16.768110800936807,19.05111856091275
b1044,3.143310357658465,5.8098852842280655,45.22616587126362,40.71175239477478
b1045,53.28232347227439,58.610536085553825,40.78903735563059,49.702008934978366
b1046,22.86719175725941,23.1620030841116,19.20504285427045,21.359386109728163
b1047,22.943944400557214,26.91855282809327,16.606610692364278,18.373509691679814
b1048,323.60169807642495,323.4126230025579,248.32284650405853,245.94852708907098
b1049,159.76672580164993,170.10225625873412,136.93509119711928,138.0437514890491
b1050,17.131230585971387,17.454870714489587,13.318233442592403,18.217393430256273
b1051,561.3813532104654,611.2782449146094,256.2937812385844,223.77585354733725
b1053,7.403729236304453,4.465312625938981,4.781764448154783,5.7989800739863275
b1054,48.19471670205751,64.00375250940208,52.04539165397012,48.817524673270796
b1055,266.77048444935286,272.9663531667283,188.7473944802628,176.09868380408804
b1056,115.35453808471182,115.20137355312595,100.4273352691306,95.5611529517831
b1057,16.037193311760966,24.820384263457544,18.229091169756035,20.68840822815127
b1058,2.1856620303050143,4.5477186016499225,5.330183817433975,2.74005571862749
b1059,181.77357608295526,185.4004278422246,122.56555725605381,116.65772495118021
b1060,107.20733214289105,88.29470233895103,77.1399145103237,83.74476724526697
b1061,159.34358723976715,130.1239123066665,158.35465540750903,170.05065714588508
b1062,692.0671291477217,698.5482154160615,542.277940326115,538.9140442400533
b1063,95.16811712892888,83.92550884636717,58.02875245548364,56.97954653197841
b1064,467.1898484276742,430.59401356181905,211.86792363866206,222.49459248840617
b1065,6.94595776780248,8.240687523547104,10.090162557163021,8.610045174144693
b1066,108.45129260317442,130.11869832704863,102.0287399817984,108.78529756878346
b1067,76.59138108171115,98.65254750259675,78.82703527783514,83.35055364260913
b1068,36.64297289723938,38.89606588200618,39.06062866794141,36.846277699230676
b1069,33.76083373019112,36.172286136395016,34.70777464783676,32.866469613078
b1070,24.653511430728233,20.193403146058944,213.59644922634592,201.63217992056818
b1071,21.47080097081302,21.41747223341245,274.71180281884887,268.46254406609313
b1072,10.118811339820182,8.20025251422294,111.27009915004233,104.34349099786849
b1073,17.437185918504763,20.79319700447761,434.3922105567224,436.6836634580373
b1074,10.081285370380414,13.968875879670444,283.5140223277197,278.75800523351626
b1075,13.970723032994522,18.60860302337089,369.78981028729635,367.7879949595827
b1076,21.050322703438166,25.618337588373198,370.7676124646883,378.25530603834727
b1077,11.393354196481559,16.218578837721683,221.3170032589346,198.64132876395988
b1078,19.148336749077085,18.249243778709236,234.30565872823314,248.85460331083857
b1079,5.5441859086551,8.8719724836518,94.28665530858515,94.0145664106349
b1080,4.349654439874636,4.872439516987187,57.27345984245599,57.75624364287995
b1081,4.904374282415129,4.982707558903899,53.50003117225087,59.081286576237176
b1082,5.98280546689794,7.9983245725616365,140.937633822009,137.47847601186277
b1083,15.019136939340482,14.8952241504246,168.9348773014813,172.1519899178686
b1084,321.2937166652272,353.87589017242544,301.1420838635261,303.14134156222514
b1085,2.56241315890931,1.7791714478691658,1.7608173441017974,1.7643235397278374
b1086,113.84529036317716,110.68542568605893,105.81209933212892,108.59525781068439
b1087,185.32469078216812,182.7067774439198,140.2276230881715,121.99633602033386
b1088,2540.699594943676,2806.397845526793,2256.547950380406,2260.127333959019
b1089,3636.64561727008,3522.7206035337204,2904.298653147159,3145.4006960933048
b1090,237.9528662017237,252.5152338841193,241.34582184842048,245.08790003017432
b1091,322.2134750596681,337.107120137481,374.5015031326707,388.953082967958
b1092,465.3239904459254,483.74698120329816,544.9856278610174,549.3392682335375
b1093,1425.9951997635453,1420.0143168631178,1609.0464621710491,1613.7866220573585
b1094,8688.623680420795,8670.564510158172,10101.192146593196,10123.410679237104
b1095,577.6436739182669,607.5567413769379,542.3399171987788,556.4896714859361
b1096,25.7671419224574,26.937751749399055,27.985064039312824,31.289858797582387
b1097,46.430637166609486,36.940139899884265,34.54178161999971,36.974759004772395
b1098,78.86025574377133,115.14861712560167,69.09315226961235,71.69992744922054
b1099,51.735675053722595,53.01376443721704,49.47996247226523,47.62829906569927
b1100,114.75660011407399,114.46025135978698,63.585807171960234,67.10249260508893
b1101,1387.2734070315635,1477.4402383301879,203.58194273141478,207.85185380310003
b1102,16.191079165087977,18.702134887074475,9.196504109226725,11.306850582834652
b1103,405.94277036439985,337.9591857181731,336.4665573583922,329.15275776025743
b1104,250.88277117493752,238.54216532126418,170.27582075799353,174.30126358566184
b1105,264.2666171033639,274.4891782880449,198.4321006145534,187.68602465531916
b1106,52.67326427312742,51.32597548926059,44.07194477152207,41.44522238698277
b1107,118.80686587603697,134.58917262057233,84.43074048755763,91.9891416409742
b1108,220.51761011080762,222.09527944143898,154.3698476571705,139.4882466752622
b1109,84.5250510300422,94.52923292533576,76.13814595217971,76.20240807587247
b1110,9.66849967134757,7.484437939700528,5.974900073024188,5.543478822628158
b1111,60.15942905399462,58.293104346664066,70.06130132376363,66.6974117790871
b1112,118.28393656848289,127.99588589934548,16.14557316312131,18.11729230023575
b1113,36.935502647344514,47.23083924963492,45.63461750225435,54.37526052300714
b1114,92.8097904296688,103.16436347320803,73.94079694090698,73.95664422613088
b1115,3.0235723496960327,1.4657617033957298,1.6821853834196097,1.799550742545667
b1116,81.6634853415858,88.95676889182089,69.89105945131088,71.94642178464393
b1117,71.72924184915648,69.40725737814779,71.10086468456691,76.3168988887955
b1118,66.25992696056082,69.3042344113908,82.79978084027246,93.1286127444821
b1119,101.63688177527207,90.13054966846298,99.01029211820207,111.02990485833593
b1120,113.04920363783418,127.24803661016425,108.8648788717982,110.09217185849435
b1121,5.449610096444761,4.170013114827161,3.785806471262873,3.3322039578075198
b1122,6.427863893239293,6.95509606663583,4.436028978556827,5.248447728633417
b1123,461.9775417619327,502.183615136518,479.0647007228259,431.7061700286777
b1124,61.98324568755787,72.41620868052895,68.89074611585954,69.04931111062272
b1125,41.785021758613816,49.33121443845412,43.17850064056404,43.6691924107069
b1126,151.41627681404316,170.38241583873815,111.51223217715402,118.81875946899507
b1127,73.8935136762371,73.36388128458502,53.646141919234054,57.98788839619547
b1128,200.21324780004068,195.1616081306478,197.335628681988,199.00577884974155
b1129,88.07913502663482,103.03146112892112,78.22842826060172,78.66829811378832
b1130,229.1285962025005,228.41023109053825,226.68763403472408,218.2350810917461
b1131,553.8708934535556,586.971028151545,454.79757893607047,440.8723785156791
b1132,221.5606575438353,261.6328493923899,204.5186393808658,225.9022016303139
b1133,275.2507910944556,279.5822989942084,238.3832585652175,260.3107425246122
b1134,46.95591430403029,47.01665141554507,50.161645364525576,45.34317316875485
b1135,93.02470163606955,119.93801957450744,51.786302687469195,52.39549895537858
b1136,5169.62633592103,5318.372381739826,4195.729021380743,3760.941185484994
b1137,10.036659889069108,11.139758163603176,20.251763183313425,22.36663013153229
b1138,10.485288396442371,9.159748654506894,20.399223504369413,26.578819066503073
b1139,21.75702582147758,23.94110833234088,21.76163301747251,21.445654691053864
b1140,7.965758666751485,5.8781106066258,8.902585467737953,9.917785559452499
b1141,7.795862109862497,6.083618591192552,13.409673131161338,11.97083910076211
b1142,3.143310357658465,2.603295095238217,2.9569099947555815,4.931856671247313
b1143,205.81774595757994,253.30801757698038,134.53679146629676,147.7065398489019
b1144,11.27956618288247,14.760319070119325,18.388000265685445,16.48311714206536
b1145,80.25485414971845,81.77756976947016,72.45765563076213,73.6956611149533
b1146,1.8317323774422394,4.733045296116525,5.252628287599937,8.9341346546292
b1147,2.1984100933627784,1.8964660747869646,5.157907687335036,5.616760736050029
b1148,2.4794531681146967,3.951198050469468,6.763359702080263,4.980569939275851
b1149,1.0,1.5484956905387857,1.8033630500800495,1.986413164787393
b1150,1.0,2.3667440514552984,3.6690969104183186,2.3406986684506887
b1151,2.763483205697776,2.5830002194028405,2.545711185941331,3.329251801396627
b1152,1.6332507882251106,2.263202196464369,2.3876270870195535,2.8586958815613293
b1153,1.2857747147685625,1.4275453583229465,1.41747413186027,1.6290970670291047
b1154,1.2653622349356988,1.3970064047715112,2.1629636543741904,1.5841615627213057
b1155,3.0190604815693924,3.416560722393113,3.6545909483275545,2.7778830162019092
b1156,5.435906016486877,6.392176538388406,4.442603850038447,3.2378328526439315
b1157,1.622637645836893,1.4657617033957298,1.6821853834196097,1.0
b1158,1.3012222455369495,2.351968440088214,2.98018135651305,1.4420682095972541
b1159,13.628569661484303,15.395052359808027,15.49521244692286,12.76728328070071
b1160,2.5479463707037056,3.3158706929394057,3.2613182165172785,1.7572464702390074
b1161,15.447499450408072,9.645917252542414,6.42716371640883,6.452174585336551
b1162,133.92037847406766,153.05019873776695,94.75202899542022,106.9151947709152
b1163,30.518264440565517,28.446507117081058,31.326292300048085,33.49037206960874
b1164,22.86719175725941,26.328003513655876,19.548534221077787,16.010733827746098
b1165,15.69698531753321,22.07187839215942,10.840461685725035,10.43645601304304
b1166,22.914746364668847,19.735133686237614,6.945488343730601,8.810699547072808
b1167,9.728179533794947,7.02684421307506,4.923250881407497,3.9559982694753852
b1168,3.413333710691418,2.6411682074388994,1.9615053834915896,2.046431146231245
b1171,43.55445293502395,30.558931373285873,19.13166060246837,22.189133048605935
b1172,23.290427732355955,22.749046506778207,13.388091091134378,13.445181122141568
b1174,296.5360080299685,234.25241450562237,362.30275322722065,326.7521163368858
b1175,415.55260420046585,382.17009740997526,420.20333762911935,403.1230241356499
b1176,357.2144861110892,414.26313231956675,299.78641625582657,297.814504257016
b1177,79.83200051471233,83.69352911832203,68.17769724331016,61.50583990544919
b1178,104.55068101064687,108.6361393728689,45.348837840017794,50.435762093301136
b1179,218.79179381303618,236.58141501982976,146.63719155019706,150.68470136684522
b1180,99.78712290987443,123.02533212365782,89.2530827039547,82.41087957196713
b1181,72.64780341710431,60.00958829708925,73.42091846756387,63.6646039885504
b1182,3.7496415770111633,4.016726296114784,3.5439829938601113,3.959239495410831
b1183,9.756953752593867,12.910192130554671,10.012968313840451,8.009938751400762
b1184,8.11396629682562,9.672196636593215,6.773578425217481,7.670213587034153
b1185,115.60050411616163,89.55261497305041,110.69309716031574,122.74983074163055
b1186,97.59908125580601,91.508191551675,81.14041363641543,79.60041570485006
b1187,138.9220216068976,133.00462946803705,173.31244809864242,188.75926228681476
b1188,112.34308566112836,114.06524857526684,44.01372417778193,46.21250450691544
b1189,42.698028778793116,45.47755352160314,140.21990992834176,140.57818769475088
b1190,33.936136199468635,37.664709106910415,91.75677141657394,94.00768409752023
b1191,32.279745297503275,35.2700865276238,29.963619838441172,27.272136606975025
b1192,54.89898507252532,51.02280695328306,47.30883138629158,44.70677660405854
b1193,117.91547875659082,116.65730690069816,130.09466633995012,121.66945221057252
b1194,6.913786948599635,4.743203242233392,114.63816272600754,117.83231254586471
b1195,46.23645628367145,51.02280695328306,16.802623760997594,9.659336106877507
b1196,9.339955951465376,7.238672069741848,4.599649404697544,4.616238245988742
b1197,28.567666798077756,38.56129496932012,32.71438868443119,28.23679087850837
b1198,114.69060650200261,118.56593461743955,120.27138869094233,129.12033933625253
b1199,92.64429408361802,104.12758780275713,177.5114265752884,189.56513755379342
b1200,124.93977320818684,136.91631018822972,208.05313684101026,216.22344634430223
b1201,15.105661299417637,14.287308101023383,11.621128998629294,11.095042002167965
b1202,6.712505015210656,8.587141220959667,6.620180000657075,6.945493730873589
b1203,292.7963958935196,301.7323512585997,260.54217699071506,263.4233481064449
b1204,109.88016624104627,112.58933861373075,87.62588239124885,90.33178360320085
b1205,82.49188634166893,53.89149840424214,227.7153876052028,252.50353723532174
b1206,20.305102586116288,25.71364867744046,32.40001866263879,29.18579539216271
b1207,1399.9712259781313,1506.4332048409756,1284.841952412291,1350.5426168691029
b1208,433.66191128358207,432.82833928858133,377.7961289114398,400.69815091102186
b1209,192.5583632747283,191.39129256282763,175.75206254813244,181.6688140299134
b1210,75.61175391470411,68.85114229977698,80.75599189099391,93.12743687567284
b1211,74.94123880462274,73.05501277944487,70.90667947671183,77.68536416489148
b1212,27.86076722382906,26.491238554186392,27.06209914331859,28.653115698924033
b1213,32.904238158531385,29.00258913625608,33.62512540262547,30.029708197519962
b1214,137.83845913706597,126.67458287392446,105.02063793103812,108.07465091055597
b1215,335.3564158685725,345.0164970168543,356.90768379686466,327.5565618958786
b1216,86.33528868530969,92.32229060697796,62.000137160125355,57.93585583979673
b1217,60.34464523412985,61.63370540012363,38.53200881950218,35.51863780406987
b1218,60.569246507522166,67.84081962761326,41.87917499930361,46.1214448499386
b1219,210.68114221196004,228.50485657501454,237.28858981641062,246.00131972565245
b1220,18.25710533541551,16.239923269824125,9.578420072551221,12.256102365497084
b1221,135.56433329574958,134.70151165868796,100.03948538287709,98.79995194571552
b1222,34.212365196870415,28.001737758923607,29.33631806773583,30.354362331190018
b1223,2.200992873504706,2.796796227593255,3.894877197682322,6.640180606418355
b1224,4.2149655362770835,4.006178304066971,5.044280655204829,6.40630292398529
b1225,4.6933457242170915,4.900413799294107,6.078047923067777,6.500000679688309
b1226,4.997228599372255,5.573111745751681,5.980624929987691,4.27820623895679
b1227,6.917812670149448,12.066992686520233,7.123569680638788,9.323009874451552
b1228,1.0,1.906210270466682,1.0,1.888941508446996
b1232,350.2299220238539,358.8143841634754,227.83999238925026,238.1986986288299
b1233,152.51663289827223,143.22170600594666,119.12062208252162,114.58697052666051
b1234,130.7199560214187,139.3080920881411,97.09853636959551,99.16622286838015
b1235,80.46735331044324,81.1647547138633,53.987101377998655,57.13481527188531
b1236,403.40475133251806,384.5632172557768,264.96972042099253,249.5867718727322
b1237,3779.873611001456,3213.2133493429765,3387.668144386213,3401.7938961104082
b1238,61.32482258900878,70.61102587230748,53.954364446221966,60.947453564981906
b1241,697.2635005318303,743.864853560702,666.4511923608533,648.1095552404926
b1242,11.06165140558122,11.807396563747103,9.291500122179727,11.222827345222804
b1243,856.8663768194381,927.4334194592276,701.79249142332,701.6395127239451
b1244,110.09240277303412,126.46436922351575,117.4100099993949,103.56126458788748
b1245,115.94651263876976,121.24184067917231,124.32020529363687,111.5279946991904
b1246,106.51681762066399,110.02406642355068,148.28005683270896,143.63566198819112
b1247,144.55700841025217,148.82859373119604,150.32800463264323,139.05394300397697
b1248,124.10395315719363,154.1001061061156,157.52433543649727,152.66958391347754
b1249,87.04928977311597,83.34418254720188,71.12408153007924,70.94345115394603
b1250,30.862773987752426,26.92888717146119,16.190864956904704,18.315219523933226
b1251,479.4561505480011,417.0145898295838,375.14537739729354,353.3261303660812
b1252,173.7508149074025,195.88051880083447,178.9092106160635,183.30708762766017
b1253,100.301341537393,88.1324582385904,84.54975722534923,87.08696716056492
b1254,126.07406668783197,123.2779725386314,97.33215597488879,107.99892620275986
b1255,78.07274911746939,82.01812148857313,85.85414241298736,90.36729709994286
b1256,11.988239016590576,11.176783885965115,27.75362395724267,43.619111192458824
b1257,34.63348562061694,25.172756815646284,22.917391943165647,21.324674495706166
b1258,25.69298880123391,23.465332464935447,13.186744878046728,13.732623278946322
b1259,43.72331982407403,24.621881063562743,13.889513830778114,21.445654691053864
b1260,541.6878843732615,586.1490676888712,316.6430348981617,322.50601991802654
b1261,328.9157143243873,357.1087597684441,257.90393068082005,269.1565766887005
b1262,187.20362808457332,223.93571088973582,156.3734811078567,153.21654818188674
b1263,222.22830533128436,241.86796462365203,161.82563154958123,155.95654088373206
b1264,372.68539504561164,390.97306628033624,199.59669154956114,181.67522879823207
b1266,74.16415905112382,86.92352897391865,58.59439047675051,68.03949363159549
b1267,136.68086443735194,145.18812316058674,88.10991038909586,92.85728922936241
b1268,10.610983475127458,11.68525148978088,8.664151296370608,7.793651086367345
b1269,166.84230907997517,176.5937572401893,151.2692420091578,152.24182922943973
b1270,53.89733483809261,49.245346819400055,55.34050979665496,53.5152348914929
b1271,56.505808166989056,68.55385654546264,55.539777676293745,60.63989393557366
b1272,147.0023015855427,148.68638245563335,127.41414920442705,120.51945576557766
b1273,160.88074652556568,129.03456539097797,129.41057014335092,111.01709428620596
b1274,287.41655256431153,302.81197037535225,196.52830017005036,197.6654775662889
b1275,131.9991291165939,130.28971648060633,151.916898821204,156.1353368972312
b1276,169.49014451715075,187.83780100846803,143.00672775516006,137.0140301894856
b1277,137.06212865897947,162.2410274898307,116.70602851808415,128.86318062914557
b1278,37.93217926336595,32.71380571526512,37.234298936332664,37.40128327130732
b1279,148.16010541967384,162.8861066055634,159.46791143880398,163.77123158232524
b1280,68.585719956588,70.6898934387232,69.2570206101733,75.75770151185505
b1281,210.5390817268048,208.75054645944843,196.24552400954283,197.47775486723438
b1282,108.87340022982717,117.26095806361087,119.0034680040594,115.4206363542753
b1283,159.01775817039606,147.18537197695326,84.63779702621349,73.82014002319629
b1284,92.61365797365764,100.37864316742807,105.68998809975106,107.80810009962383
b1285,44.94109997085101,49.86417196035663,23.626845713465116,24.534122176108486
b1286,481.28096012803,517.3853070319246,352.1248712812771,355.3279507617289
b1287,122.5302575274987,118.51811921620003,162.08283797637597,170.54667913377665
b1288,1463.438516826205,1624.0467191879422,997.2353478113656,1041.4739291385192
b1289,7.139312719706126,12.304589142090355,12.038299083673836,13.475314730907721
b1290,45.746583555040885,44.080360391270474,32.32219953205901,32.01050972582497
b1291,60.42991681584916,65.98431116042936,46.253691423681715,44.362083368367195
b1292,24.82899261115467,22.334081527695602,18.40529777725593,15.181161169085719
b1293,27.997723014259346,31.034397549903357,27.545909482550577,25.89036223182635
b1294,46.35369875541141,52.27033436844274,38.50982222378398,39.95121076086548
b1295,123.32551801512902,132.1573596896309,68.50862187856632,80.28924622556569
b1296,45.62910313535316,47.73848124342084,20.38272756348249,17.993790913286666
b1297,279.5125324238016,318.2693886269277,101.16731344939863,83.56067752670072
b1298,152.88085556929587,168.39658274383197,57.82559658225715,53.597448950135465
b1299,136.42034046136726,153.84746565720639,60.74256832931133,52.443905354150594
b1300,93.46482874021348,95.63320001769205,27.09634165986564,26.969279153457745
b1301,53.854936935318946,61.136707827441796,20.16030281938236,14.885807639747085
b1302,38.899009238888965,44.46373431496836,17.97596233942595,15.534825608809793
b1303,18.435764018435172,20.692004782660508,17.855838233417344,16.428316114546508
b1304,88.46244064015663,94.83949587525767,95.18441068573493,89.56727549044263
b1305,19.575356438481556,18.78588691938137,40.61829514087622,29.896525300740297
b1306,24.68357945562581,21.842836227796436,24.404643532766617,24.853263802457487
b1307,10.789714881780279,6.633198980448923,16.951460923129872,21.998239963143174
b1308,140.04981107349937,148.68638245563335,439.04964295161795,498.7056515085328
b1309,2.1941300570222855,2.3398966153392804,2.3083341102355504,2.89852507831238
b1310,1.3878844734788776,1.3868739902204992,1.8499618349669014,1.37950171093195
b1311,2.516355628314688,1.8507280088994742,2.107584431748408,1.2781721729840234
b1312,1.793253655911107,2.4834758884197705,2.0139718689510735,2.4552067393376724
b1313,2.905164763601714,3.1377267930880985,4.1310559905715145,3.2134896817336744
b1314,4.602065317502124,3.5360104932747887,3.785806471262873,3.9541250135216344
b1315,3.8496285443285263,4.789606588828443,3.775254173825112,3.3233698520818886
b1316,3.5061988835548297,2.543913794668778,3.045954575522153,2.9472052081482083
b1317,1.0,2.136881976822389,1.5550508347975673,2.1152175293624778
b1318,1.8626326515662017,2.548693714442394,2.134159599952078,1.3797954431103134
b1319,1.0,1.0,1.4043416675175828,1.812410120503715
b1320,27.607943016173447,22.28097393003691,25.691150245701827,27.646889297867357
b1321,20.133414362290832,18.890846548237235,14.538793608427397,10.827954190505357
b1322,17.68633713864301,19.60546963658409,12.268263649624519,13.821851249620483
b1323,92.17825739113027,93.94120745488607,79.08147023938992,72.59956898373838
b1324,3418.0961859710537,3667.859217337653,2171.3034978457063,2080.165803047305
b1325,46.68845435157669,40.614334705763206,55.10309173618278,52.30462419140186
b1326,79.88793351406709,75.79404606039883,69.67707173224035,66.45975041564718
b1327,9.712870772315533,10.776444355054792,6.966344476278394,6.194661452149265
b1328,27.562759702163543,24.06607209870924,17.688528428697346,18.31065431027713
b1329,48.64682508268621,58.33717031925715,69.54568299320323,71.3816960728509
b1330,32.102922401510256,32.26425434909968,32.35606943613919,29.766560666194255
b1331,1.4931510555586502,2.229665854445726,1.3602099817417113,1.3618699947061417
b1332,688.5041809763812,499.2892009676131,678.7643991437888,667.6234391542112
b1333,226.18957353961744,240.59399126012772,197.32807555267414,203.77961624836183
b1334,851.3220937970431,915.759696670159,782.4791423154375,829.5784842407526
b1335,40.20264177417678,53.34944912301867,40.28383040442389,41.17808886968225
b1336,2.7517035534930776,3.7845046430015095,3.399040936156465,3.8921161845004284
b1337,2.8498280261956697,2.383756761941905,2.6889513641509426,3.2057552785160772
b1338,1.7651176569277136,2.907811096836833,3.049157925486577,2.7778830162019092
b1339,10.195721011406036,10.630353376991694,31.628547711200863,29.34051146017946
b1340,40.12681463837816,45.346460058503325,41.05420032434415,44.28388600149636
b1341,76.38611808604192,73.6202955833663,52.49863383163408,53.43240887348505
b1342,66.74996591526256,65.30777521978503,42.57240499919996,41.143297624128074
b1343,29.228052586256037,27.94095862813092,23.662555916116236,25.463359761535546
b1344,123.52590882235592,127.39309667027378,110.97834166252697,94.97137447135488
b1345,9.250704440889967,8.487232433449167,10.385568323474441,10.627322840034203
b1346,3.3219195554285226,3.3158706929394057,2.130659107277475,2.7038045570282203
b1347,1.0,2.191019213994513,1.5814818272560787,2.7524846877379328
b1348,1.0,4.847910175635685,2.878633594640586,2.8872912025113546
b1349,7.3981783277298545,6.249306900893463,6.125654622499888,5.392029527727501
b1350,2.928237693311075,2.6347322536847178,3.5821280670532962,4.1128332396066085
b1351,2.2114372918333842,1.9062107297692739,3.654590948948654,2.3334122626438916
b1352,1.0,1.0,2.100100754013022,2.6577557853479004
b1353,6.811921341266389,5.603325791745927,5.494890195275767,6.769939363348738
b1355,1.0,2.852696553507592,5.52263642983585,8.26956611206779
b1356,188.15547803483062,197.63053045149167,144.1030433235897,154.53529370987064
b1357,2.6886687669495246,3.526404392382323,4.289190130694768,4.3043482347654365
b1358,6.533084898874064,6.912861340110969,5.618862740169417,4.190102151035431
b1359,4.702081529075109,3.040557393362025,4.9849803508286,4.28846194338262
b1360,2.7903958005063987,2.6741233916225573,4.596313305646929,3.791776143957398
b1361,5.1720051904894815,7.241704969850627,5.788673868450404,5.154731970368017
b1362,1.0,1.0,1.4070372791738481,1.8178261874905783
b1363,20.492657998311635,16.267591969753838,16.326712351812784,13.620774503581321
b1365,4.166256558200891,6.68441275946181,7.938135434752165,3.323369851576478
b1366,2.8575356434538546,4.473806039040431,4.391977325049595,3.04456547035651
b1368,7.823600325431381,8.04888921954259,6.45880898900038,6.245532397750927
b1370,35.764887292742934,32.35986369943455,59.254876611197886,54.02114733793851
b1372,3.3364186063689996,3.454285801877923,2.670268941204822,2.9333090077912702
b1373,1.0,1.4342257549739537,1.0,1.425951139108991
b1374,9.769076897039273,12.426529504542536,11.950749122217239,10.133084333576035
b1375,8.85880465035115,7.413180380224889,12.48053863280494,8.33946578777848
b1376,160.87617128124674,151.06842088530826,392.59793384013113,394.40259723168043
b1377,2.916505029348325,2.764472909415506,3.153636396700016,2.622671007991502
b1378,89.59259359760443,100.12320755871708,43.60900876054189,37.05395449948095
b1379,47.63600125739149,50.07674914116557,18.320735263983636,21.30065005061654
b1380,14.678217011088725,14.13730283708132,13.704496882382852,14.506523402568419
b1381,19.870873472046462,22.790237877868275,17.744033521515657,18.053534715106473
b1382,25.267804378120097,23.85988489368998,18.069305241075668,19.467042953324253
b1383,29.11865882645181,23.181366997710672,36.10229744927275,30.636820573891477
b1384,13.547591763305103,13.698946578641143,79.03794187827931,76.41873949808716
b1385,17.494916514976097,20.508894719306923,18.176973172429257,19.401089224577955
b1386,5.190482785188275,4.189668869440302,4.383027516250387,4.938081248518448
b1387,1.5719684538646204,2.2224537385928227,2.1339748243314407,2.5589062221656147
b1388,2.258330597488899,1.8068194672137528,5.595582179873465,4.1657787904880665
b1389,2.741439666107685,1.0,4.815974489241598,3.5557068372336498
b1390,2.118997375719599,2.6741233916225573,4.759782092338898,2.806443387355996
b1391,2.0070976376186795,3.008948069790795,2.716422260385883,3.2169987022458004
b1392,3.4975269159640066,2.8682654328283546,4.078433201108713,3.1762881755113974
b1393,2.9591196251639222,1.9770079479654576,3.5439829938601113,3.0765118042123927
b1394,1.4237723903097468,2.902007868236011,2.8572043145504242,3.0212434306121136
b1395,3.224359908697208,2.926648727636713,3.736385067026518,2.975840579387805
b1396,4.161762797408278,3.956430671190099,3.3094313701434896,4.190102151035431
b1397,14.307718043531764,11.57696166992411,37.14734044653507,35.48296984698372
b1398,13.595618408704874,13.56280540333022,39.752179297281344,42.35810514838075
b1399,49.51859664154929,58.86023940016515,47.35345666569641,44.21321338369657
b1400,46.542625167755084,44.59009403475246,62.77875451208127,54.34551530044863
b1402,42.148720058143404,45.44631302865164,28.76479451362007,36.47524192868839
b1403,63.57763521579349,57.036477720708575,49.377381507925335,50.60585073801915
b1404,1.5804798883224098,1.8684515094506708,1.9539936216807938,1.425951139108991
b1406,42.55184261729044,43.12141120958717,44.39839976871331,45.168313276303
b1407,2.811640744888903,2.8430596413318012,2.746713940121614,3.1801608395958807
b1408,1.0,1.412729429972263,1.0,1.4048644489949398
b1409,1.0,1.0,1.1361328692473125,1.4102806961845054
b1410,4.898922939241783,5.552701430078655,4.681395185515498,4.907701921952598
b1411,6.818267100116728,6.416235864222204,6.571972028817156,7.0720273786971015
b1412,102.79663157066929,100.46779272320151,97.72172964611558,90.67747554566769
b1413,57.96823381835139,62.32696164844498,46.42798839851974,46.7316334920494
b1414,95.33776528810027,93.73891174892609,85.45642415913163,79.87275032788122
