,p1k_00001,p1k_00002,p1k_00106,p1k_00107
b2025,189.47890624961718,219.5681205347758,215.0481751907539,215.08731863901787
b2026,232.37245447542915,239.2622259537688,239.0369968869855,243.74203752885714
b2027,441.8664873059737,441.8227994489761,456.58300938988606,460.5582936421886
b2028,29.077916673129213,24.575444586101515,22.03200335249086,22.128928495445944
b2029,1128.3538263340386,1104.7370620763743,733.2331604640078,729.1094342193861
b2030,159.95902373743226,166.26709086692605,349.0829117934187,328.0098518635729
b2032,125.30050847790078,108.51103730288462,130.74995294118065,123.89318448289643
b2033,152.6201682585965,155.46975076134603,176.62522179719895,175.98159298074395
b2034,184.84552167701028,176.30651379253925,198.86192796426022,203.60346645055708
b2035,67.47017010338107,61.65318923143586,60.43372092961222,67.85571408281835
b2036,185.2897456024006,190.1713940095802,196.00182672403065,202.5674870841846
b2037,101.73558682769999,102.20800285157928,94.44245222989095,100.27938095242857
b2038,164.28337512468903,168.63915593859528,184.38561271787975,186.11012104745305
b2039,271.66947950626997,269.26289894481255,226.94722412113248,229.10118156771955
b2040,294.119124628252,300.0252237513451,229.89062985244323,235.30720276847643
b2041,287.9430750867559,290.2663239108578,267.59817356937526,271.76372539297193
b2042,604.8237509757768,611.4572974228284,562.6568088451457,579.5159745814196
b2043,9.98807569621068,11.21971324730456,9.928559662723833,8.738570381263258
b2044,4.559896320986922,6.53077718195937,5.200384696414225,5.018801904243288
b2045,4.393156444211291,4.514482924022539,2.7158480143169963,2.532227048949524
b2046,2.243380856351619,2.1837716316094284,1.8256334251623108,1.8294383242485837
b2047,2.557933120266231,2.61363893379092,1.6127442912015826,2.055259596667369
b2048,2.3413277081613417,4.101341058501313,2.2469413350997356,2.2526878151103897
b2049,2.0470451442444113,2.5664762090725186,2.1896705432949237,2.7927296395778387
b2050,1.8195010188082894,1.8173661263334577,1.598584233034319,1.8017903799906356
b2051,2.0448637994883008,3.084283623048912,1.7631948974749232,1.2555706837328369
b2052,2.903685597435041,3.3302549821931806,2.2640909275141703,1.253983287755103
b2053,3.0860025948668155,2.783344276375015,2.197168466910714,2.0933505183326817
b2054,1.0,1.0,1.0,1.4468995557754671
b2055,1.4475989506216405,1.669649356795283,1.1634687867498181,1.8211106303240432
b2056,1.2745126564469125,1.4106962808801229,1.6015329239340765,1.3021525326138348
b2057,1.9607942980559683,2.0267407013127965,2.1028103617150182,2.0071751074779276
b2058,1.3418777260971486,2.022961287563875,1.7491483653794189,2.2543346442803616
b2059,1.9951083801355063,1.8932644094994246,1.5814818272560787,1.438121171721164
b2060,1.772899712855921,1.925063466344062,1.4516363706416362,1.7372912928260509
b2061,1.3765274951303719,1.0,1.5500503767981002,1.2762926308966127
b2062,1.7332377547686815,1.6581948281687768,1.4284602938441215,1.2152174175016386
b2063,34.9844589305747,38.42236504294581,26.97946268178581,26.86685101346371
b2064,59.160703417878494,59.54880855473868,67.39054644349999,68.55667778948936
b2065,149.79435005400148,158.7179566126865,175.14481513394736,167.7269367010221
b2066,151.51246756896376,158.7822182122658,131.8605831004133,144.50174464337584
b2067,25.58799442614528,22.63433634126048,22.382338059073135,23.294267229174
b2068,14.980745307158243,12.78393568326286,12.650183602706633,14.004303334380555
b2069,23.117442145558346,19.855603509252767,19.50169448762624,19.586958805920965
b2070,4.692174085039941,4.468453486709026,4.888491722709387,4.150332001592432
b2071,2.8092879650905194,3.1654894778010703,2.057239684640096,3.920807813750392
b2072,2.0969698679155333,1.9847009239994082,2.9230107662599187,1.9659364424988448
b2073,1.5066006302918005,2.894803293266243,2.665152504909382,3.788043822719047
b2074,19.21813804722315,19.23748169930754,13.132841964203454,15.252980435343682
b2075,9.511474561021204,11.811845884686022,9.09382485265886,9.052563326517083
b2076,8.712574896670038,8.1507586294075,8.339366138727422,7.855073310010149
b2077,5.840611952555977,7.182197188524791,4.7081785980625845,4.725267593648506
b2078,8.73973184975447,7.413180380224889,7.088164426715012,7.727843640288654
b2079,60.42572538837761,69.84189893993732,38.49472029866943,46.30281993235364
b2080,270.0916500429083,235.34107768637375,137.41249347464955,120.35841659908463
b2081,126.93600685402157,125.50610545692575,105.62830490439596,91.69944614450064
b2082,50.619102818753156,20.415244715563958,29.436850988079282,31.80852077137822
b2083,3.290112437526365,5.568292873133079,2.672755941186017,6.0413943077664864
b2085,5.2057410813227145,8.865221219134355,5.607969192912394,7.558040183858497
b2086,36.29317723662742,43.797290385124626,22.980013063440516,18.99217612559983
b2088,2.1145213864772106,1.0,1.0,1.0
b2089,2.156942615876272,2.7308929744257266,2.4084334903555478,1.2829848396786827
b2091,402.4846493296601,417.37619827360595,2272.666834563254,2085.8675701198385
b2092,767.0898294171782,813.4101674153877,4781.499965473562,4508.047339028885
b2093,876.7791737762592,799.6097248418063,5008.843915463118,4991.8919087488375
b2094,1979.0909386693168,1976.514385356205,5953.718024408142,5990.358209224292
b2095,1593.627231720747,1721.3013640089214,6258.255482573492,5938.787227862333
b2096,1878.6752408575526,1942.5284729441855,6830.371440015857,6640.457337210393
b2097,351.8678437766172,391.49142752751766,235.597269230953,227.82444267246714
b2098,4.0086844946983184,5.69697717876313,11.70144958507441,11.462799818348758
b2099,10.149056159604209,7.2217421588108195,14.486906851875723,16.502078479754896
b2100,7.40330609972198,5.40159274334111,13.76731837706313,12.937214542294166
b2101,32.10812704384338,40.84413673219626,24.539505275930683,28.260872917692566
b2102,17.125858886381376,21.461099301255693,17.848063185464902,17.925706818055616
b2103,103.68624011748555,119.96809890300749,120.82445734290059,117.85419126176583
b2104,158.00767053626424,191.83478955777667,162.88630938135546,185.24411266141067
b2105,143.07085807438895,146.67081148808913,137.42458248034998,128.61683366311996
b2106,96.03827822236316,106.19947890642341,74.71075084303918,84.86435814897838
b2107,119.35625340770757,103.5541322395451,77.72472602235321,83.5063587843897
b2108,1.3230496770008375,1.4833121446240163,1.2359636398529197,1.474102138252855
b2109,2.0107509546580045,2.310553184567692,1.7382780150636654,1.7416803392522313
b2110,1.0,1.0,1.0,1.17038045563367
b2111,2.231515344525986,1.4606151652983392,1.4497649485509407,1.6777565087814186
b2112,76.88230713535631,53.32882288575348,35.641470528224076,47.11147654994549
b2113,111.54847266969031,136.42210353229495,123.4412138927644,139.47786667151968
b2114,324.8358599376334,349.6102697041326,260.411221598396,248.94125793907958
b2115,6.876567311718816,5.5475279033094065,3.8122575640017455,5.163478775698389
b2118,4.957425235921371,4.717632224981774,4.025049967096791,3.600025453565
b2119,2.0746073974422314,3.2967312657741292,2.121314818261692,2.802371763825379
b2120,2.026532856192553,3.3036818991429717,2.3389384173241163,1.8608696716863131
b2121,2.323310353878922,2.099885816552622,2.2887723863370475,1.431570547696628
b2122,3.0840643802153167,4.1179527375308504,3.0517326245965792,3.327147687761733
b2123,5.3422911141519975,4.789606588828443,3.378789292038684,7.107143608471791
b2124,54.95135371547765,52.5096844538352,66.33337214758221,72.88535919509543
b2125,27.934266842999655,29.13782891841523,64.93877252968822,68.12989957074798
b2126,15.179409101209986,15.538063709204836,45.97689505162202,48.949062070006384
b2127,45.99194941562217,42.68567245364216,24.187779412972922,24.462226690360954
b2128,15.159902859165696,17.05923447801348,9.174109288949335,14.071812014901726
b2129,16.870207447762688,19.886712446883074,16.543818418271613,15.556776800178357
b2130,20.05658329613282,24.542685490980254,13.97035888935544,14.242004336963092
b2131,65.28530217148571,57.67071812246202,38.51127864671637,39.48593823811129
b2132,68.36597935831362,81.65034802470139,76.13716872486494,68.58276460118147
b2133,215.33103582598804,221.6717067244639,226.1513898363049,207.81566090006078
b2134,77.1529885981198,80.61829400668564,67.61799836769362,71.47505411333918
b2135,21.186484290661117,19.290652208683824,19.06747104717664,17.89895949686326
b2136,40.55684712545366,37.285973958791615,23.355415318026797,30.238345581306863
b2137,24.91394313182627,21.678719406487733,12.698315497326972,12.430247903052074
b2139,1.6985161890180362,1.6966964753253226,2.1904990044848325,2.1959853716533413
b2140,19.86927030831385,23.68966982451257,21.73829173375569,24.292518004476435
b2141,13.569790072295534,10.402783264969973,8.038990535258915,6.2267087166393305
b2142,12.529531579977492,11.421418117110075,9.070566734315465,8.0502257564338
b2143,32.35772036787855,27.28316975305252,21.972768269155207,25.812014841335706
b2144,31.881530087171026,30.527351327650777,23.047852601114645,27.40897064364142
b2145,30.95276226360567,27.053545282470804,20.334270748624448,21.445654691053864
b2146,3.563669049485014,4.4317502745216855,9.870061766193261,9.019845181654931
b2147,5.328238392663859,6.058940831433368,11.077136515665117,11.421328848481748
b2148,18.032003380807165,16.833133753403168,152.09900172568626,149.88319466399756
b2149,26.060244186126816,26.32384047457901,246.02520220964803,240.21819251441912
b2150,97.22369325588957,104.65086129128512,1134.1037723988265,1116.4854462909009
b2151,8.066129829350405,7.48710753200195,39.70959712734329,45.19089629764706
b2152,71.59597902597206,77.02775494768989,60.68474089337107,62.44290012888242
b2153,1493.609020111413,1637.7701689308271,917.8377807000901,949.7517256697263
b2154,214.716466531883,225.7141627410142,182.48902325104382,179.95444000451738
b2155,173.29762095930087,169.24940092239598,88.10842968335632,102.79719041099943
b2156,433.9574405065493,458.5215235438576,397.8198125438149,410.3303521064433
b2157,57.484247138189,45.237856506703736,32.42770826585946,34.79791897885586
b2158,20.106080911328334,19.579899720386752,16.2348238706716,18.408014564130582
b2159,112.84183142750942,117.3117714351504,76.00302308450784,71.20151368981239
b2160,36.615559453358244,42.57083589010015,23.98695375860401,25.219370571103678
b2161,3.004534866700648,2.1995876965765646,1.7808868652758405,2.372849715012474
b2162,1.5324146752651115,2.0620553496238854,1.777778240421003,1.7813626001762184
b2163,3.533003151161803,4.410645930096633,3.775254173825112,5.8326092927168
b2164,5.543612364629822,5.998282071142837,10.663474968397464,11.100251483205513
b2165,2.246269920526437,1.799086372838614,20.50657885950008,21.249689946835513
b2166,1.7098862332056481,2.0620553496238854,8.90741210218741,11.808849294430223
b2167,28.369009226999356,35.59023885364248,46.82777874677389,48.924034571205034
b2168,21.474434420494788,23.6407805697511,31.82039459305771,28.04313431751406
b2169,18.885555398651526,22.008694352939315,27.667959641426364,29.09243802220404
b2170,8.07183620868583,5.655252761871103,5.545593978081682,6.708177707066473
b2171,240.24281060556393,260.71701692258637,239.04222008690232,254.26920940691386
b2172,16.49845690617476,15.832938665685337,25.472179951098838,23.745268212414288
b2173,32.335327739581444,26.847651020284804,24.754151231242595,26.35509760636366
b2174,48.53105911796372,47.239569459881956,25.456441552010403,26.771833650513017
b2175,768.4865526846834,791.483862804274,1900.2919398955949,2044.9164014626324
b2176,31.923136731408032,33.28832433670588,36.44910404486088,37.242779037979275
b2177,30.198618148429762,29.387598432115244,26.027746725183633,27.427275985362705
b2178,14.282652134071979,14.933293260025762,16.38935465409805,15.676058991055186
b2179,11.591212006754326,14.651448295779177,14.3298757959769,14.869566930083385
b2180,24.86758062499587,23.96644595778329,25.57583569595172,26.614933436513116
b2181,336.81013939680383,348.9847440897242,214.78305779310443,164.20966089409006
b2182,51.11135200104535,54.13085707969901,47.5478399403181,48.48335926071145
b2183,209.97275994599028,228.11504303286193,139.95410557645053,156.28122230024732
b2184,22.549945037585957,22.44646181470322,16.393914127769868,16.813163931930916
b2185,3590.3454592922676,3255.992813478132,3330.564947396912,3348.061283187441
b2186,150.5979598779116,173.94591494802864,129.7739962609727,132.19295099796878
b2187,433.6102748371146,360.81317275736944,308.95583596536983,333.51091064186977
b2188,102.00943400365081,109.08448638725962,90.17375479924938,94.90372240402577
b2190,13.319073193632669,12.096880404875792,10.37504843890206,10.22894135590354
b2192,151.57545574494554,138.23070931152367,334.55444262187143,322.46117851672483
b2193,54.92013189036641,53.879047490716324,61.86714864789632,70.28805201192102
b2194,13.701098421133253,7.888230779067309,19.090545721028423,20.68840822815127
b2195,10.287678216609201,7.7234955573459025,12.817211325340363,15.070127962559269
b2196,10.88965736254049,11.678737081623323,14.505094896703318,15.57699454707927
b2197,18.762684599815675,14.026772644780857,20.334270748624448,22.467937426538402
b2198,5.776520228641378,6.95509606663583,10.303709228090531,8.594100314230857
b2199,13.459080538339519,18.62321112105327,19.697240851453707,17.954933156941337
b2200,9.068933111274546,8.544918092602462,9.656448917972835,12.286741508470248
b2201,19.21813804722315,15.83047962310465,22.917391943165647,22.23202603469863
b2202,11.812520909852344,10.125221831825115,17.605500933291314,22.971449824358686
b2203,3.600549901514214,6.558089660418072,14.56790929895076,14.903045195270028
b2204,2.160959777210066,2.7369030183920446,8.77328136808138,6.253397388527793
b2205,3.401985745392652,1.359359244922609,10.29869645872395,9.460270909751095
b2206,5.638237375076607,6.732408517606819,18.184927337025783,20.385144255736126
b2207,2.8997523624662427,3.842204939458298,8.863220160678722,17.728262925951483
b2208,4.37733753503838,4.536966147239127,9.38743483585848,25.039133389578073
b2209,30.059606699205574,35.26920313329599,27.96934117402591,29.347962953110375
b2210,83.82781886480228,97.73505779364717,26.801270139899298,24.760159739885328
b2211,62.217324344248304,67.17980845443716,60.71860805806407,62.33696408990619
b2212,7.420054070946469,6.7629961946656785,10.378739143038626,7.783811694767958
b2213,14.185886826788455,19.553059852455867,12.58049722886724,11.712371194656232
b2214,16.03970621096166,22.316537058912328,13.373008192621219,14.94021910564058
b2215,5509.40081865725,5960.918404898407,1981.6566753435343,1995.340272464284
b2216,117.89340463523098,111.78751109394555,91.58977823621335,93.84300660352214
b2217,485.58568111534555,491.23887600234565,443.11376329700994,417.4506622846369
b2218,42.00265520866435,40.842726953748546,35.83382187411087,37.673047986595236
b2219,5.666715165690182,5.654557845428819,9.354623948713977,8.72167583077745
b2220,11.735108592545494,12.007904848626277,16.770491975524195,18.259318893382975
b2221,1.252154160169977,1.0,1.1841797644809517,1.1850285489265424
b2222,1.770406488860587,1.7683994920388588,1.5627243491016658,1.18843921354514
b2223,1.884540782428155,1.756202674932006,2.199883134850513,1.2781721729840234
b2224,2.975101190793872,2.266400176215453,2.3396163609487193,2.6563568359117204
b2225,4.012219961967084,3.575176676207005,2.728729755740698,3.2103410479182046
b2226,3.3303628996244887,3.880101006416787,3.6642440078589384,2.93304371574655
b2229,2.8753965641726875,2.603295095238217,1.3913819989265699,3.1625211693908835
b2230,4.959223398484579,6.0348591971237076,5.193279249019034,3.977875105038073
b2231,330.6489626116662,358.75443560134596,322.9125875634253,317.95432739818403
b2232,173.95892048911116,173.27771689172442,135.94721400633472,137.58715380533582
b2233,8.394506401930652,10.396770289176162,8.743794750683927,7.504692700033871
b2234,284.89580196523707,287.5479688926615,197.8949357223101,185.8158393205085
b2235,249.91963060742893,278.0936212234495,187.3518151502219,180.0757341757728
b2236,112.45213866733533,125.56659770453594,89.59046654441529,90.96088066064178
b2237,43.62915902005083,45.56717056715224,30.26166613564858,30.396517356096815
b2238,2.615248385135131,1.0,1.589909099395402,3.370510690150413
b2239,30.02722831665908,24.22321586023267,1569.2840203909184,1591.8883521655207
b2240,3.460312110981464,4.128725967809669,1448.0938999663408,1487.2591821560509
b2241,1.7183839506188248,2.2283071074302088,308.18946006985067,340.8572362671182
b2242,2.5921734096648166,2.5880256177187437,233.68964448380598,253.64987583052195
b2243,2.6844151939614305,3.520040653818563,208.51724245984298,218.53764596799354
b2244,29.791802483234505,27.678830372102105,28.67853496234059,25.262176904798267
b2245,6.198327360900764,6.599567943128529,5.8601466114081155,6.798021482675602
b2246,2.9439326511670867,3.3266421833988873,3.6504753042401785,4.518554529128312
b2247,2.247598566070113,1.4147828108662268,9.10024435295735,6.899741155246706
b2248,2.067549220644955,1.6388608802203033,2.871435763997863,3.193403568555661
b2249,51.167359158050665,58.5906796440555,34.80135008457816,44.23669621901123
b2250,22.551518514168478,20.34583694320565,15.842243312296159,21.558614114833624
b2251,31.21765730951118,21.549275160702148,22.498447828466304,19.14191894899392
b2252,3.2179530070288553,5.562610916177873,4.240097742210365,4.051590252099121
b2253,19.046006908368973,21.518854325120092,14.075808953721696,12.017347610819169
b2254,11.52411835228062,11.582740378060913,7.174868935084101,6.823530131261344
b2255,17.018083461851717,13.99129883178888,11.530011301657781,11.825989629758315
b2256,7.3794153438310905,9.421347971122103,6.481983552767691,6.920290583487716
b2257,5.14658592007058,7.506293705735363,4.472005826980301,4.859070939214018
b2258,3.591910201861844,6.1703159661444005,3.524262193474107,1.9509606828211672
b2259,68.62264589058564,55.33188772217535,93.38374192434001,109.89034073496565
b2260,26.89043042575394,32.35647927920432,27.115223634368732,25.6976271346098
b2261,73.91261404934362,81.51438297377247,73.78485921796452,64.9484028230788
b2262,94.33142378685925,103.61088605605312,92.7968688065386,87.9297765855205
b2263,12.673840611030673,9.897337208580522,16.123124190522113,14.899812678245878
b2264,23.11034347896497,25.8467562937155,20.21917492631913,22.363323213358395
b2265,64.0788145853429,74.52889450206477,46.980137054572445,51.16757866075642
b2266,1827.9409362705921,1759.9719007284027,972.3026828845291,926.2660988573342
b2267,67.21993949700726,74.08526988891606,50.425955290291576,40.82919745802887
b2268,51.08061784025258,44.59286009435,39.1763722375938,37.21419883120564
b2269,3.7587163028576773,3.063647152021926,2.813532430736,2.3158094611975475
b2270,2.064213128983166,1.8684515094506708,2.342657690855445,2.348845274792574
b2271,2.3759523285700737,2.0292758634316908,1.7537727382620767,1.378623235492075
b2272,4.317027936956462,2.4887740166345926,4.634261418926038,5.13781106731133
b2273,2.3989808195985995,2.7441703965204365,2.7030848483706458,2.539840102623419
b2274,4.5569831467451385,7.504147476838553,5.618862740169417,8.540241447950796
b2275,8.482652419158306,7.775763014853136,6.321688804672095,5.623752296736165
b2276,267.3614384033038,292.4566153718399,445.55841078050736,435.5753353848903
b2277,217.34826906653228,235.42060509695216,412.1874628184565,387.22242612365255
b2278,134.59735189252078,148.59715299400756,313.3712798168872,295.9635330769011
b2279,44.58771758965573,48.051155060106645,128.75328452390826,124.48365705249306
b2280,87.75193492524215,103.2988935402134,211.9993245489737,200.5937966270326
b2281,125.99880738146463,123.52363396207166,292.8974518734293,281.36527605992336
b2282,161.34065345804595,165.69676729874857,342.6116548133532,325.12007188915214
b2283,359.5718146123139,414.1880184681553,644.5129521088268,622.9617642824281
b2284,256.5152730567778,281.95769376342724,498.66239509220645,475.19249376631086
b2285,367.39056355357764,454.7997159643013,579.8703814009033,552.1756730698896
b2286,473.0380779374721,527.4823625697059,695.1451483357173,696.2892487443671
b2287,547.4180643409951,595.5395458916073,860.0144201836765,880.9957803796834
b2288,510.441701361419,538.9705028118128,956.9875548020392,1006.1525913387638
b2289,109.24744453126499,97.95581327885317,163.03464842116279,178.6746989196395
b2290,136.47199611035427,138.37790577339587,124.51476047373768,129.8176963249733
b2291,42.51592163452555,34.348537980118884,37.836873733259594,32.07739512431206
b2292,9.48203673948507,9.732841365995842,11.259204736199008,13.247315247580238
b2293,193.3448199018741,188.48947612913716,163.25218715050153,167.01494732166233
b2294,451.8745609221372,485.0590815298419,295.05359779298976,295.66525369127635
b2295,117.21818404244414,125.50852174417732,134.6260540388966,132.28262487512907
b2296,251.8367958035483,259.0145612094669,299.1218174796835,295.39703292548126
b2297,215.40897444786458,224.06207389824718,240.6681041089858,231.4782892922367
b2298,2.75861362671474,1.8222026128297155,2.5253862526683846,3.338950635205949
b2299,222.05700423216587,217.48912768630726,196.4228703056951,183.3165010198841
b2300,169.383095958742,163.68678664171642,151.0537427697289,139.14631546484992
b2301,55.430114206510076,46.36952258941937,29.776589018345373,30.289589058839915
b2302,36.86075757687436,36.510017293151186,19.090545721028423,17.659422346943323
b2303,430.2288976948918,379.9606587630001,319.9019341739034,306.5020138821707
b2304,199.03324631306762,199.07688666817302,166.41011568442235,157.29262213456272
b2305,8.317564656925374,11.386329165788847,10.867570397770008,13.804349408683747
b2306,89.34093932419991,93.7425426145531,116.95829451804003,104.02074071082563
b2307,79.57608937576663,102.51071705800312,113.06298301857272,107.07787371346463
b2308,142.62695346074315,130.9719219921903,178.7455365975318,179.92179921479493
b2309,680.3883239036724,745.9117868033157,873.7128780881295,849.8471811132822
b2310,367.16938271163264,406.0377983631615,659.4334834282562,635.0503031884687
b2311,65.52492235985041,80.42217595196374,53.91484625073101,54.15870219827714
b2312,414.54029697450505,451.6336530709442,381.65225359214395,367.8904043753766
b2313,475.1844056206943,459.28665687851804,599.3198284806934,601.575427352835
b2314,118.75599263754232,108.51508284493134,129.9258349422606,132.92535562969857
b2315,72.00792283654663,77.07881591469521,92.60744430877254,93.89964145424784
b2316,592.0617518070511,630.5219915543195,663.8702174995747,649.6300159017293
b2317,51.15346239383936,63.14954805756213,70.56637131055147,64.56739911834238
b2318,44.182562946341726,38.840130715307716,42.15432266232549,50.039393174553716
b2319,88.54598461587935,86.5912919762972,87.46531541585506,75.76576687952162
b2320,187.58675976171324,208.658442320826,142.33537172973902,149.78394628094378
b2321,51.6905811399018,50.72146473046311,40.845516746806396,42.50714237042759
b2322,7.664440857153049,6.727802323944852,8.871458830027235,8.283439329384949
b2323,434.485836447601,475.2129324610527,434.63971533157627,408.5065133244616
b2324,23.906829684960055,24.428718762435835,22.29492490218621,21.292847106000558
b2325,199.93607546237402,208.08366316317415,133.1776969827517,142.58066256594253
b2326,102.40317532518043,106.23923867072114,90.63717126187278,93.95510768835028
b2327,75.71421143288102,79.12203800341656,70.04558287395241,68.54638514105255
b2328,134.53992613597003,147.43039855433898,125.92344121471744,131.85219003372626
b2329,265.4679201079159,268.15679593114214,229.81791777584812,227.70955232485906
b2330,259.7409777598952,270.4154394782719,221.79481974751204,223.20679375770345
b2331,88.82913096568213,84.82445009120504,83.2923194015078,85.89391406321282
b2332,53.268612460828535,47.24979719773792,37.54422285653823,40.54816418775411
b2333,3.78630346518095,2.852696553507592,1.904527286768137,3.04456547035651
b2334,2.025633177881643,2.022961287563875,1.998864488523449,2.7560685007967924
b2335,1.9776503388624247,1.4875517244425582,2.4282009781486806,2.673913250537697
b2336,1.4440327922257823,1.6643138417432126,1.6486649861972806,1.6516543328724462
b2339,1.2964155075762536,1.4434648252062403,1.2165091908716987,1.0
b2340,210.83273009472614,216.11865539480098,261.8053676253206,273.8611448152576
b2341,21.186086644435402,23.03801984454638,63.450334956034915,61.27893720935706
b2342,19.23530414067973,22.36748429032184,60.611866924260404,54.336490489553974
b2343,124.7705328641173,106.3111725776561,138.53575418688865,127.11740681413947
b2344,94.62478309818955,91.64535485942632,242.21739405785482,213.50673756311684
b2345,3.8415559425091788,5.251230054494478,3.5367762413789814,3.895985084024336
b2346,237.39352413986637,206.1199756577982,190.30463926825257,197.0186576469063
b2347,24.8314058490765,21.641779937410313,15.527697093959478,16.777997193774333
b2349,32.47223604014418,32.966215158307655,19.55921271632518,17.420085369923502
b2350,123.50524328645415,131.22466269786682,107.63703913850738,106.77669288037319
b2351,176.16500614970775,202.7749488202891,147.24173239937312,158.30500450828006
b2352,127.01120176416106,121.73823152352348,89.09973532211511,97.61032332380873
b2354,10.098133763700833,6.104368058249785,7.368610485982142,6.841615624873523
b2355,1.6442320152075414,1.9638305766336357,1.0,1.4727319007502615
b2356,1.6057186459166921,1.0,1.0,1.0
b2357,1.3377340328747618,1.0,1.4933785198045983,1.247826117501491
b2360,4.647524537013843,4.3348537969076695,9.436772687632372,5.906957127640846
b2362,1.4605460276728055,2.3780387583982536,1.0,1.0
b2363,3.7316700645303493,2.6347322536847178,2.5962246222735503,1.8017903799906356
b2364,18.32509206063213,15.696871705631265,15.742055290436934,21.052469028080754
b2365,3.6238732198478787,3.4301064673018407,4.194238736146172,3.4754828551375914
b2366,19.491494789110163,18.878730855427467,12.209604521794008,12.16895809652957
b2367,2.412161601378744,2.9502068995933373,2.4282009781486806,1.956521856746371
b2368,2.5798627900813056,2.7189968029228178,2.8883172736843536,3.213189426004427
b2369,247.01020852051806,288.529467591602,129.86204587825068,147.41083457472803
b2370,45.32966948692444,44.2166988287615,22.47308516469012,26.326670754924464
b2371,3.334076201475631,2.5277471583053077,2.8114224455771164,2.6056796886646376
b2372,1.884540782428155,2.058683744747097,2.679836388856578,2.2981368062105
b2373,3.0712344349253398,2.6231589278475393,3.305343879882172,3.0264719690924373
b2374,3.539077498117919,2.9993128280221053,3.6354931722813477,5.314670536711297
b2375,3.6285881748072275,2.5730442445190977,5.415970478281941,5.629204835708344
b2376,1.6057181451576887,1.906210270466682,2.7697272993446522,2.333412262100401
b2377,46.40642686102348,40.11248280624722,32.15593985222889,36.842999595410866
b2378,19.333332255819407,23.54013560405351,15.054055883137076,17.249966595416645
b2379,51.32887131652026,57.724813389233326,44.95608385202043,44.26755981364203
b2380,17.83596793478114,16.02451799230448,12.650183602706633,12.125903968393589
b2381,42.851415316033716,35.709702780458564,34.227532961893225,28.53904510466748
b2382,15.223786919505471,11.202786963390468,11.674054512803702,10.293479406652697
b2383,3.6791379488296077,3.0041188679353645,3.8864422422147613,4.292929962608816
b2384,2.12740602734601,2.9276611550142033,2.058767488233671,2.1818297509786104
b2385,2.231515344525986,2.3818454952796926,2.7990597952779988,1.6777565087814186
b2386,1.2679137945623167,2.002059433615656,1.6849184982314838,2.376149834480581
b2387,1.5112483423294212,1.0,1.7468573920854098,2.1254488821019772
b2388,42.53495848834396,49.93535463593014,118.686865374771,124.94384459136411
b2389,10.30984451385087,11.147824799049733,8.091580277138148,8.514632033184238
b2390,22.983678717887475,20.1218680995035,9.962288707688735,14.505386591089534
b2392,53.62268047382273,64.7901815811506,31.74954744759312,31.891255525586356
b2393,187.9116289791464,176.47485063639272,134.2767947939953,124.38774153182567
b2394,61.23222049040948,71.56227038726233,45.76312931882734,35.71903627664804
b2395,23.06141648130636,20.64365934599138,24.80889288100636,23.630258902082815
b2398,66.41755963075127,80.74650382464976,96.91921959684241,118.3402791403642
b2399,39.28508579463983,38.5489263447905,67.80382819894531,85.27979795773851
b2400,449.2878924609588,501.58133781653663,356.55396200474223,359.57866443575375
b2405,19.512389134383657,15.695965886309875,10.796490440190492,11.534710217184882
b2406,7.117897826972579,6.173400879177556,6.6344062474663685,6.36759431302592
b2407,1.8018139469995051,1.8996907725909677,2.756995447320388,3.2063656143415242
b2408,7.7745417614846035,7.538929015601664,5.309806480544542,4.688235749545305
b2409,13.082998847031888,16.918800493487215,11.538181974091243,11.983749773999286
b2410,48.19144609525699,53.32615942217118,44.27062963291508,47.785552198095765
b2411,63.52597658979905,69.60766928334154,55.392779239465746,52.844338681454765
b2412,284.5423710029262,277.46850239274323,237.05687783677226,250.69799555729776
b2413,54.532129567126056,61.0667563818166,44.748494945397745,45.91604455312898
b2414,3362.451539508785,3314.7536523599797,4067.603921954147,3761.6121795272365
b2415,3376.9630302525593,2931.59972750262,1918.3348993088339,1969.96409540225
b2416,1749.1151810311317,1698.3884736495947,832.3877752160753,848.7847514385029
b2417,2111.7068260207193,2029.3757818566562,1306.1530672762012,1289.076243233437
b2418,104.79961502445543,119.01155158415585,79.25435006013642,85.37432145699643
b2419,11.69940530811134,11.004561392977902,10.117635049374739,13.75808852936766
b2420,15.102107336014013,18.695142593548,15.45397684139712,14.35226428967514
b2421,238.20241339470743,275.796340910828,344.16991642003813,364.3139034435936
b2422,256.6395364778123,263.18693444397206,456.4146601938163,458.28997081591024
b2423,152.14742087409948,147.47089023256882,258.3256221995913,260.21169066651254
b2424,152.9437429417167,145.55031746978642,256.0571726378376,261.20405144997085
b2425,343.7399839462056,351.20883536464663,525.225592696743,523.0577787228823
b2426,46.594056710067576,48.685882907116756,180.77479813145837,182.99730501510007
b2427,8.209316661797688,10.328262369616905,8.542998523243579,8.577760131435902
b2428,13.300737707776848,9.922685747662868,29.179503917367477,25.616841776662838
b2429,6.396629871737534,7.845226217616432,13.08258028156881,12.966088427533988
b2430,7.149083511078049,7.899697512071771,11.573612070326236,13.784409375538754
b2431,155.54696560848257,159.6834598864692,148.0761367271322,135.12349479906482
b2432,61.95038830099335,56.14667088251828,72.23152381214499,75.32847381836093
b2433,36.29317723662742,39.90662763668034,41.16101150944689,47.616092696125165
